id,text,toxic,obscene,threat,insult,identity_hate
"""userName"":""maya****"",""userProfileImage""","""네 사주세요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ppit****"",""userProfileImage""","""내 얼굴 좀 쓰실?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mira****"",""userProfileImage""","""ㅎ 간만에 웃음 ㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""litt****"",""userProfileImage""","""나한테는 왜 연락이 안올... 아... 그렇구나...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dumb****"",""userProfileImage""","""내 얼굴은 안사주겠지.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""gogo****"",""userProfileImage""","""2억은 싸다. 남은 삶 얼굴 도용될지 모를 불안한 마음이면 최소 100억은 받아야할 듯.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""luxu****"",""userProfileImage""","""난 아무리 많이 줘도 싫다! 졸라 무섭네!""",1.0,0.0,0.0,0.0,0.0
"""userName"":""maru****"",""userProfileImage""","""영화에서나 보던 일드링 요즘 세상에 만연하고 있어 무섭다..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""nive****"",""userProfileImage""","""아니지 2억플러스 알파가 맞지 ㅋ 로봇이 혹시 연예계라 든지 \n혹시 모르잖어 사회 전반에서 활약해서 수입 생기면 2억은 적지 ㅋㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""sung****"",""userProfileImage""","""이제인간이 로봇에게 지배당하는군""",1.0,0.0,0.0,0.0,0.0
"""userName"":""sara****"",""userProfileImage""","""나랑 똑같은 얼굴 로봇 돌아다니면 소름...""",1.0,0.0,0.0,0.0,0.0
"""userName"":""hj99****"",""userProfileImage""","""제얼굴팝니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""blue****"",""userProfileImage""","""별로 안닮았네""",1.0,0.0,0.0,0.0,0.0
"""userName"":""jgn0****"",""userProfileImage""","""저 얼굴 팔래요 ~~~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jjy1****"",""userProfileImage""","""얼굴값 한도조회: 3000원입니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""weas****"",""userProfileImage""","""아무나 안하겠지? 회사가 자선단체도 아니고""",0.0,0.0,0.0,0.0,0.0
"""userName"":""duds****"",""userProfileImage""","""2억이면 뭔 도둑놈 심보네""",1.0,0.0,0.0,0.0,0.0
"""userName"":""fog1****"",""userProfileImage""","""저요 2억""",0.0,0.0,0.0,0.0,0.0
"""userName"":""nokb****"",""userProfileImage""","""로봇과 결혼하는 놈들 생기겠네 배게라 결혼했던 인간처럼""",1.0,0.0,0.0,0.0,1.0
"""userName"":""btb8****"",""userProfileImage""","""네 ... 당신은 아닙니다.""",0.0,0.0,0.0,0.0,1.0
"""userName"":""jym1****"",""userProfileImage""","""나초등때 휴머노이드이오라는 만화를잡지에서봤는데 원수연작가님.. 만화가들도 보통머리는아닌듯...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""righ****"",""userProfileImage""","""내 개인정보는 중국에서 단돈 몇십원인데.........""",1.0,0.0,0.0,0.0,0.0
"""userName"":""bk_s****"",""userProfileImage""","""오 쌉소름 지금내가 뭘본거야""",0.0,0.0,0.0,0.0,0.0
"""userName"":""koko****"",""userProfileImage""","""사람 얼굴은 나이들면 조금씩이라도 변하게 마련인데 10년 지나도 똑같진 않을듯\n5억 정도면 생각해볼듯""",1.0,0.0,0.0,0.0,0.0
"""userName"":""rio9****"",""userProfileImage""","""불쾌한 골짜기""",1.0,0.0,0.0,0.0,0.0
"""userName"":""zecg****"",""userProfileImage""","""유일한 하나가 다수로 복제되는 느낌? 과연 좋을까요?""",1.0,0.0,0.0,0.0,0.0
"""userName"":""zaza****"",""userProfileImage""","""어디에 팔수 있나요?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jooj****"",""userProfileImage""","""얼굴도 시간에 따라 변하니 젊을 때 얼굴을 팔고 나이 들어서 젊었을 때 나의 얼굴을 구경하는 것도 좋을 듯....""",0.0,0.0,0.0,0.0,0.0
"""userName"":""suwa****"",""userProfileImage""","""내얼굴...크하~ 2만원에라도 빨릴까 싶네 😂""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pron****"",""userProfileImage""","""디트로이드 비컴 휴먼""",0.0,0.0,0.0,0.0,0.0
"""userName"":""fore****"",""userProfileImage""","""미래가 무섭다ㅜㅜ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""frog****"",""userProfileImage""","""캐릭터 하나 만드는 비용이 2억 보다 더 드나요?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""gogo****"",""userProfileImage""","""영원힌데 너무 싸네 \n꺼져""",1.0,0.0,0.0,0.0,0.0
"""userName"":""ksd7****"",""userProfileImage""","""로봇이 잘 돌아댕기나,?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sooj****"",""userProfileImage""","""난 내 얼굴 어떻게 생겼는지 타인처럼 한번 보고 싶은데...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jaes****"",""userProfileImage""","""아무 얼굴이나 안사줄걸요 ㅋ\n상품성이 있어야 사주겠지...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""happ****"",""userProfileImage""","""어디서 영상 보니 로봇인지 구분 잘 안되겠던데... 완전 클론임. \n진짜 클론인거 아냐~~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""shen****"",""userProfileImage""","""예전 다니던 회사보니 담당자 정보란에 퇴사한 직원들 사진이 아직도 있더만 ㅋㅋㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""4239****"",""userProfileImage""","""어디냐 지원해야긋다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""901w****"",""userProfileImage""","""일시불은 좀 그렇고 장기구독이라면 생각해볼만한데? 어때?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""blur****"",""userProfileImage""","""햐… 10년전에만 나왔어도 됐겠네. 아쉽다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yong****"",""userProfileImage""","""지원  어디에 하냐 당장 급하다 ㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yeol****"",""userProfileImage""","""2억주고 팔고 성형하면됨ㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""ddie****"",""userProfileImage""","""영구사용이 겨우 2억?""",1.0,0.0,0.0,0.0,0.0
"""userName"":""dlru****"",""userProfileImage""","""내 얼굴이 아니더라도 똑같은 얼굴의 로봇이 수십 수백개 있으면 소름끼칠 것 같은데.. 아무리 휴머노이드라도 로봇에 꼭 사람 얼굴을 입혀야하는건가...... 그런다고 더 친근하게 느껴질 것 같지는 않음. 로봇이 인간과 닮으면 닮을 수록 오히려 거부감 들지도...""",1.0,0.0,0.0,0.0,0.0
"""userName"":""vent****"",""userProfileImage""","""터미네이터가 먼미래가 아니겠군..""",0.0,0.0,0.0,0.0,0.0
"""userName"":""nixn****"",""userProfileImage""","""겨우2억? 변두리 집도 못사는 값어치네!""",1.0,0.0,0.0,0.0,0.0
"""userName"":""cinc****"",""userProfileImage""","""길 가다 나랑 쌍둥이 로봇 만나는겨?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""worl****"",""userProfileImage""","""200억은 줘야지, 얼굴때문에 어딜가든 불편할텐데..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""succ****"",""userProfileImage""","""소름이 끼친다는....내얼굴로 뭘할지 어떻게 아는지요? 특출난 외모는 아니지만 나만의 개성있는 얼굴이고 내 얼굴은 소중하다는....""",1.0,0.0,0.0,0.0,0.0
"""userName"":""wodj****"",""userProfileImage""","""좉선족 대깨문 빨갱이 리재명 지지자는 안받는답니다^^""",1.0,0.0,0.0,1.0,1.0
"""userName"":""osca****"",""userProfileImage""","""저요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bind****"",""userProfileImage""","""일반인이 얼굴 파는건 바보짓이고, 그 이후에 유튭을 하던 티비에 나오던 뭔가 이슈를 활용할 생각이면 개이득이지. 일반인이 유명해져서 얻을 이득은 별로 없음. 다만 한가지 걸어볼만한 조건은 저 회사가 별 성과없이 망할수도 있어서.. 그닥 얼굴이 안팔릴수도 있다는거""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hope****"",""userProfileImage""","""이왕이면 미남 미녀가 가치 있겠네""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ywec****"",""userProfileImage""","""아…무섭네…""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ogco****"",""userProfileImage""","""그러고보니 잘들 생각해야 한다! 만약에 얼굴 팔아서, 로봇이 그 얼굴로 활동하면서 각종 범죄짓이나 살인짓해봐라,악종들에 의하여 악용 안되라는 보장이 없지! 프로그램으로 그렇게 만들엇다면,,,,,한순간에 2억에 얼굴 빌려준 사람은 인간에게 죽는당!!!!!ㅋㅋㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""kan0****"",""userProfileImage""","""당연히 팔지 2억인데 ㅎㅎ 그래서 돈어떻게 받죠 방법은요 제계좌는요 1002 347 349612 우리입니다 ㅎㅎ \n3""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lado****"",""userProfileImage""","""돈이 급한 사람은 얼굴 빌려주고 성형하면 되겄네""",0.0,0.0,0.0,0.0,0.0
"""userName"":""edun****"",""userProfileImage""","""얼굴의 사용처에 따라서 의미는 달라진다. 사용처가 가상섹스돌이라고 해도 기꺼이 팔 수 있겠는가?""",1.0,1.0,0.0,0.0,0.0
"""userName"":""bee8****"",""userProfileImage""","""지구의 종말이 점점 더 가까이 오고 있다...2040년 전 후 ? 아니면 2050년 전 후 ?""",1.0,0.0,0.0,0.0,0.0
"""userName"":""bhwa****"",""userProfileImage""","""으  ....끔찍하다""",1.0,0.0,0.0,0.0,0.0
"""userName"":""jaeh****"",""userProfileImage""","""와 똑같이생긴얼굴이 수천대가 존재한다고하면 무슨느낌일까 ㅋㅋㅋ 길거리돌아다니기만해도 로봇으로 착각하는거아닌가""",0.0,0.0,0.0,0.0,0.0
"""userName"":""free****"",""userProfileImage""","""저런 시스템이 생긴다면 좋겠지만.. 자신의 얼굴이 저기외에 다른곳에서 이상한짓이라도 한다고 한다면.. 보상금으로 100배쯤은 줘야될텐데...흐음....""",0.0,0.0,0.0,0.0,0.0
"""userName"":""soon****"",""userProfileImage""","""팔고 조금 손보고 머리스탈만 바꾸고 살면되지""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jung****"",""userProfileImage""","""내얼굴갖다써라""",0.0,0.0,0.0,0.0,0.0
"""userName"":""duki****"",""userProfileImage""","""대부분 애들 얼굴 사주지도 않으니 걱정 마라""",1.0,0.0,0.0,0.0,0.0
"""userName"":""yshi****"",""userProfileImage""","""SF 영화에서보던일이 실제로 일어날것같아 무섭다. 로봇의 반란. ㅎㄷㄷ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pils****"",""userProfileImage""","""아놀드가 팔고 스카이넷이...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""azzi****"",""userProfileImage""","""2억에 팔고 1억으로 성형하면 1억 남네  ㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""nohj****"",""userProfileImage""","""메타버스 시대에 들어섰구나.. 이제는 극 소수의 신세상이 되어버리겠네... ㅠㅠ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""2006****"",""userProfileImage""","""내가 팔게 2억 줘라.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""akal****"",""userProfileImage""","""끔찍한일이 현실로 다가옴니다.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""hsms****"",""userProfileImage""","""팔고싶네...못난 얼굴도 사나요~ㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kcha****"",""userProfileImage""","""켁""",1.0,0.0,0.0,0.0,0.0
"""userName"":""4169****"",""userProfileImage""","""5억주면 빌려줄께ㅎ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""jeej****"",""userProfileImage""","""아...저는 안되겠죠? ㅠㅠ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""blue****"",""userProfileImage""","""이것도 외모지상주의네ㅜㅜ난 팔고 싶어도 살 사람이 없구나ㅜㅜ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""long****"",""userProfileImage""","""나는 이제 늙어가니까 로봇 나와도 괜칞을것같은데""",0.0,0.0,0.0,0.0,0.0
"""userName"":""xill****"",""userProfileImage""","""빌려주고 나는 성형하면됨 ㅋㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""han0****"",""userProfileImage""","""영화 써로게이트 가 생각나네  아바타 만들어서""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yyoj****"",""userProfileImage""","""어차피똑같지도않고만. 닮은정도? 팔아야지""",1.0,0.0,0.0,0.0,0.0
"""userName"":""shin****"",""userProfileImage""","""10년도 아니고 영원히라니 넘하네""",1.0,0.0,0.0,0.0,0.0
"""userName"":""ppii****"",""userProfileImage""","""못생긴 얼굴도 살라나.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""fad1****"",""userProfileImage""","""scv얼굴로 해라""",1.0,0.0,0.0,0.0,0.0
"""userName"":""aniy****"",""userProfileImage""","""차라리 죽은 유명인 얼굴로 하던가..""",0.0,0.0,0.0,1.0,0.0
"""userName"":""2922****"",""userProfileImage""","""오싹하고 끔찍하다 2억으로 인생을팔지말아라""",1.0,0.0,0.0,0.0,0.0
"""userName"":""aprk****"",""userProfileImage""","""얼굴도 돈이네 ㅋㅋㅋㅋㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""sio8****"",""userProfileImage""","""당신은 탈락하셧습니다.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""rapi****"",""userProfileImage""","""아놀드는 좀 심했다 ㅋㅋ 터미네이터 겨냥한 완전 노골적으로 가져다 쓴거잖아""",1.0,0.0,0.0,0.0,0.0
"""userName"":""yell****"",""userProfileImage""","""난 안 되겠다. 인상파라""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lmg1****"",""userProfileImage""","""저 두번째 사진 남자는 정말 불쾌한 골짜기네..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""anpc****"",""userProfileImage""","""20%수ㅡ수료 떼고, 교통식사 간식 프로그램사용료 보험료빼면 27만원 후반 수입임""",0.0,0.0,0.0,0.0,0.0
"""userName"":""cool****"",""userProfileImage""","""써주기만한다면 뭐...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kbse****"",""userProfileImage""","""팜""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mini****"",""userProfileImage""","""20억도 적어보이는데""",1.0,0.0,0.0,0.0,0.0
"""userName"":""peac****"",""userProfileImage""","""얼굴을 팔면 자신은?어떻게 다녀?""",1.0,0.0,0.0,0.0,0.0
"""userName"":""redh****"",""userProfileImage""","""이제 일본 성 상품으로 개발될날도 머지않는듯 ㅋㅋ""",1.0,1.0,0.0,0.0,0.0
"""userName"":""k104****"",""userProfileImage""","""천만원만주고 내얼굴좀 갔다가 써라""",1.0,0.0,0.0,0.0,0.0
"""userName"":""c_ba****"",""userProfileImage""","""애플급 대기업 아니고서야 다른나라로 불법복제되는거 거의 안잡는데 특히 중국ㅋ19유흥계 VR로 퍼질꺼생각하면 꼴랑2억이네 인상좋은 흙수저들은 좋다고 가긴할듯""",1.0,1.0,0.0,0.0,0.0
"""userName"":""kr65****"",""userProfileImage""","""전지현 (2억원 드립니다) ~ 전원주 (2억원 내세요)""",1.0,0.0,0.0,1.0,0.0
"""userName"":""skyh****"",""userProfileImage""","""인간과 로봇은 구분되어야지, 아직 물리적인 동작 기술 개발도 안됐는데 얼굴부터 본딴다니 소름끼친다.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""rkwk****"",""userProfileImage""","""뭘 걱정해  아직도  그냥 고무인형 퀄리티 수준인데  저걸 누가  사람으로 보냐? ㅋㅋㅋㅋㅋ2억줘라""",1.0,0.0,0.0,0.0,0.0
"""userName"":""mylo****"",""userProfileImage""","""우리나라는 몰라도.. 외국기준으론 2억 너무 싸네..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""suha****"",""userProfileImage""","""괨찮은데? ㅋㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ta10****"",""userProfileImage""","""지금 내얼굴 주고 2억 받음 쌍수랑 코만하고 싶닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jgj0****"",""userProfileImage""","""시진핑은 무료로 줍니다!""",1.0,0.0,0.0,1.0,0.0
"""userName"":""bore****"",""userProfileImage""","""범죄에 이용한다면 큰일이다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ttrr****"",""userProfileImage""","""무서운 일!""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hery****"",""userProfileImage""","""줄사람 줄서겠는데 ㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""daga****"",""userProfileImage""","""오징어 닮은 얼굴이 필요합니까?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mike****"",""userProfileImage""","""쩝쩝이 얼굴이 적합하긴 한데.. 그렇게 되면 로봇이 보이는 즉시 모든 국민의 공분을 사서 다 내팽겨쳐지고 산산조각이나 부숴지겠지..""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kiyo****"",""userProfileImage""","""징그럽다. 지원했던 자가 범죄 연류되면? 범죄자 얼굴을 가진 로봇이 돌아다니는 건데...""",1.0,0.0,0.0,0.0,0.0
"""userName"":""hyun****"",""userProfileImage""","""섹스로봇만들어줘""",1.0,1.0,0.0,0.0,0.0
"""userName"":""swee****"",""userProfileImage""","""수십 수백개의 도플갱어..;;;징그럽다""",1.0,0.0,0.0,0.0,0.0
"""userName"":""sang****"",""userProfileImage""","""마치 대포폰 같은 느낌...""",1.0,0.0,0.0,0.0,0.0
"""userName"":""etk5****"",""userProfileImage""","""한국 인터넷 대중화에 몇몇 누출몰카가 크게 영항쥤듯,  로봇  보급되면 혁명적인 인류변화가 예견되네요. 특히 성관련 로봇땜시 당장 연애가 급격히 줄면 사회가어떻게 변화될지..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""asdf****"",""userProfileImage""","""실제 사람얼굴은 아니지만 영화 조가 생각나네요~ 같은 얼굴 수십명 복제""",0.0,0.0,0.0,0.0,0.0
"""userName"":""leeh****"",""userProfileImage""","""리얼돌도 시도해보자""",0.0,1.0,0.0,0.0,0.0
"""userName"":""intr****"",""userProfileImage""","""디트로이트 비컴 휴먼이 머지않았다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""crui****"",""userProfileImage""","""호기심 자극성 홈보. 원하는 사람 얼굴 여러개 편집하면 되는데 뭐하러 굳이 한사람 얼굴을 돈주고 사겠어요.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""72ma****"",""userProfileImage""","""계약 조건이 있겠지. 살면서 불법 저지르면 몇배 배상한다는 조건 있을거야. 연예인 광고계약과 비슷할거다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rata****"",""userProfileImage""","""섹스로봇에 이용되겠네.""",0.0,1.0,0.0,0.0,0.0
"""userName"":""wjd6****"",""userProfileImage""","""어차피 마스크 쓰고 다니는데. 얼굴 팔아도 된다. 평생 마스크 벗을일도 없을테니""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bore****"",""userProfileImage""","""북한에서 이용하면.....??""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sjy1****"",""userProfileImage""","""제발 사 가라 요즘 힘들다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dnf1****"",""userProfileImage""","""어디가서 팔수있나요 팔고싶네요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""aby5****"",""userProfileImage""","""꼴랑 2억?\n200억 정도는 줘야지.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""in71****"",""userProfileImage""","""지원제한은 없지만 선발조건은 개까다롭겠지 그럼 내가 딜을 한다 난 1억!""",1.0,0.0,0.0,0.0,0.0
"""userName"":""livc****"",""userProfileImage""","""영원히사용에2억은너무작은듯""",1.0,0.0,0.0,0.0,0.0
"""userName"":""tjdm****"",""userProfileImage""","""내 얼굴도 사줘""",0.0,0.0,0.0,0.0,0.0
"""userName"":""swmm****"",""userProfileImage""","""사가라~~~♤♤♤""",0.0,0.0,0.0,0.0,0.0
"""userName"":""50nu****"",""userProfileImage""","""팔고싶다..팔고 성형하지 뭐""",0.0,0.0,0.0,0.0,0.0
"""userName"":""alcl****"",""userProfileImage""","""내얼굴은?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""runj****"",""userProfileImage""","""어디다가 팔아야 하나? 남들에게 피해 주는것도 아닌데 뭘 망설이지~~~^^""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kkmn****"",""userProfileImage""","""팔고싶다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""99ya****"",""userProfileImage""","""저요~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""zink****"",""userProfileImage""","""로봇  업체도  그래   아니   더  베스트하게  정교하게 \n  만들수 있는데  굳이   사람얼굴로??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""love****"",""userProfileImage""","""무섭다...ㄷㄷ 꼭 로봇이 사람처럼 생겨야하는걸까?ㅠ""",1.0,0.0,0.0,0.0,0.0
"""userName"":""dtro****"",""userProfileImage""","""돈가지고 오면 얼굴 내어준다!!!""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pado****"",""userProfileImage""","""팔고 싶다앙!""",0.0,0.0,0.0,0.0,0.0
"""userName"":""soji****"",""userProfileImage""","""저걸로 범죄 일으키는거아니냐..""",0.0,0.0,0.0,0.0,0.0
"""userName"":""weri****"",""userProfileImage""","""팔고 성형ㄱㄱ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""njy9****"",""userProfileImage""","""꼴랑 2억? 날로먹네""",1.0,0.0,0.0,0.0,0.0
"""userName"":""psgp****"",""userProfileImage""","""1억9천에 팝니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""whit****"",""userProfileImage""","""10원짜리야""",0.0,0.0,0.0,0.0,0.0
"""userName"":""qazw****"",""userProfileImage""","""따지고보면 초상권은 사람 제작자인 부모가 가져야되는거 아님?""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hera****"",""userProfileImage""","""못생겨서 안 살듯""",0.0,0.0,0.0,0.0,0.0
"""userName"":""tale****"",""userProfileImage""","""3D케릭 얼굴 가져다 쓰면 되는데""",0.0,0.0,0.0,0.0,0.0
"""userName"":""adfa****"",""userProfileImage""","""북미 전역에 똑같은 로봇을 뿌리면 ㅡ 사람들이 당신을 로봇이라고 착각할 수도 있음 ㅡ 그리고 얼굴 측정 한다고 머리 박박 밀라고 하고 ㅡ 여러가지 센서 붙이고 실험에 동참해야 할 듯""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jesu****"",""userProfileImage""","""50억에는 안되나요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""k01m****"",""userProfileImage""","""로봇이  사건 사고 및 어떤용로 사용될지 모르는일 2억에 팔지 말고 차라리 가상인간  얼굴을 만드세요!  무섭다.""",1.0,0.0,0.0,0.0,0.0
"""userName"":""rla1****"",""userProfileImage""","""내 얼굴 팔고싶다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lome****"",""userProfileImage""","""내 얼굴도 좀 사가라""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jhg8****"",""userProfileImage""","""다 좋은데 촬영은 머리 심고 찍는다고 계약서 명시해라.. 자라나라머리머리 ㅠㅠ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""phsl****"",""userProfileImage""","""좀 무섭네요 ㅎㅎ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""wlsd****"",""userProfileImage""","""으... 이런 속도면 진짜 몇십년후면 진짜 사람같은 로봇들이 여기저기 다양한곳에서 발발발 돌아다니겠지..? 진짜 유령도시마냥 섬뜩할거같고 기괴할거같고 .. 뭔가 무섭다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""tais****"",""userProfileImage""","""콜ㅋㅋㅋ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""baby****"",""userProfileImage""","""곧 있을  정치 캠페인 :얼굴이 먼저다~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""estr****"",""userProfileImage""",""".""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kojh****"",""userProfileImage""","""주먹을 부르는 얼굴도 살까? ㅋ""",0.0,0.0,0.0,1.0,0.0
"""userName"":""1002****"",""userProfileImage""","""얼굴팔께요!! 오징어는 안삽니다.""",0.0,0.0,0.0,1.0,0.0
"""userName"":""lave****"",""userProfileImage""","""나한테는  의뢰가  안올 꺼라서 패스""",0.0,0.0,0.0,0.0,0.0
"""userName"":""love****"",""userProfileImage""","""오징어들은 그딴거 관심없어""",0.0,0.0,0.0,1.0,0.0
"""userName"":""moon****"",""userProfileImage""","""200억이면모를까...""",1.0,0.0,0.0,0.0,0.0
"""userName"":""dbsq****"",""userProfileImage""","""사줘..""",0.0,0.0,0.0,0.0,0.0
"""userName"":""msle****"",""userProfileImage""","""오호 섹봇에 쓰면 어쩌냐""",0.0,1.0,0.0,0.0,0.0
"""userName"":""kim3****"",""userProfileImage""","""저도 팔고싶네요ㅎㅎ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sess****"",""userProfileImage""","""지얼굴로 뭔일을 할지알고 판단다...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rudt****"",""userProfileImage""","""팔고싶네 2억이란다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""han5****"",""userProfileImage""","""내얼굴 2억뿐이 안한다고""",0.0,0.0,0.0,0.0,0.0
"""userName"":""leec****"",""userProfileImage""","""관종들에겐 업계포상급인데 돈도 주네?""",1.0,0.0,0.0,1.0,0.0
"""userName"":""hint****"",""userProfileImage""","""나 팔래~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kyrg****"",""userProfileImage""","""내얼굴은 내가 돈을 줘도 안써주겠지...""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pjh3****"",""userProfileImage""","""쌉가능""",0.0,0.0,0.0,0.0,0.0
"""userName"":""qpzm****"",""userProfileImage""","""범죄에쓰이면 어케ㅎㅎ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""feve****"",""userProfileImage""","""ㅇㅇ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""fwe9****"",""userProfileImage""","""팔고나서 성형할듯""",0.0,0.0,0.0,0.0,0.0
"""userName"":""minj****"",""userProfileImage""","""괜히 얼굴 팔았다가 정치적 상황이나 이상한 컨텐츠에 써먹을것같아 ㅠㅠ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kjie****"",""userProfileImage""","""드디어미쳣구나""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kill****"",""userProfileImage""","""떨이요 2천만원에 얼굴 팝니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lika****"",""userProfileImage""","""영혼을 파는 행위나 다름없음""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bird****"",""userProfileImage""","""내꺼사가라""",0.0,0.0,0.0,0.0,0.0
"""userName"":""wi21****"",""userProfileImage""","""꼴뚜기게임이나 쳐 해라 하하하하하..""",1.0,0.0,0.0,0.0,0.0
"""userName"":""mrda****"",""userProfileImage""","""눈때문에 안될듯""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jiyu****"",""userProfileImage""","""무섭다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""doum****"",""userProfileImage""","""거시기로봇도 빨랑 만들어줘요""",1.0,1.0,0.0,0.0,0.0
"""userName"":""chao****"",""userProfileImage""","""그래서.. 어디다가 파나요? 2억 개꿀.""",0.0,0.0,0.0,0.0,0.0
